5712d857-4a9f-4caa-a1ae-bceb7f00e6fb,6d580f9c-65f1-4d53-add8-9d132b3c8af3,KOTA JAKARTA PUSAT,446
f8666220-8593-4dc3-bdc6-d4b8c092c188,6d580f9c-65f1-4d53-add8-9d132b3c8af3,KOTA JAKARTA BARAT,445
ed6b2e7f-0f4c-4cd8-83b0-5f7d97814cc2,6d580f9c-65f1-4d53-add8-9d132b3c8af3,KOTA JAKARTA SELATAN,447
bb1d1656-d9c3-4a4b-b4f4-5e68ba7a1529,6d580f9c-65f1-4d53-add8-9d132b3c8af3,KOTA JAKARTA TIMUR,448
6c884611-3d90-4c50-b23d-8955212f9f5e,6d580f9c-65f1-4d53-add8-9d132b3c8af3,KOTA JAKARTA UTARA,449
79a5fc21-eb1f-4a5b-9b1c-ca5288dd199d,6d580f9c-65f1-4d53-add8-9d132b3c8af3,KABUPATEN KEPULAUAN SERIBU,156
7925a56c-3322-44b5-baed-6f47977f7e91,7c3abddf-f985-4138-8cf8-5e0471d5fbfa,KOTA TANGERANG,502
cc705e0f-7980-4372-8f0e-8f0d630d32ef,7c3abddf-f985-4138-8cf8-5e0471d5fbfa,KABUPATEN TANGERANG,383
9aa31ed9-7e83-4631-8eab-8a0741facd8e,7c3abddf-f985-4138-8cf8-5e0471d5fbfa,KOTA TANGERANG SELATAN,503
d54c9858-0f7b-4605-b273-ee609d4e722a,0e31c03c-7f72-4f89-a09e-0c08f66bbb83,KOTA BOGOR,434
7747226f-adbb-47f1-9fd1-719ba1730e0e,0e31c03c-7f72-4f89-a09e-0c08f66bbb83,KABUPATEN BOGOR,62
94f8ad4d-5597-41a3-828e-8f5aac7ba857,0e31c03c-7f72-4f89-a09e-0c08f66bbb83,KOTA DEPOK,442
11612a00-e2c7-46b5-b5e1-ca38cc85b110,0e31c03c-7f72-4f89-a09e-0c08f66bbb83,KOTA BEKASI,428
b85b140d-50d7-449a-b8ba-88732a8e9cc0,0e31c03c-7f72-4f89-a09e-0c08f66bbb83,KABUPATEN BEKASI,44
9bb4957f-23a4-4d56-a136-3aaea0e897eb,777720da-a0c4-4efd-923a-2de419880a3c,KOTA MEDAN,465
2ed86efd-26b1-4e68-a4b8-a9c65498e030,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN DELI SERDANG,92
bb8725c6-bdef-48a6-9541-65d35be83682,777720da-a0c4-4efd-923a-2de419880a3c,KOTA TEBING TINGGI,508
1974ba9f-4092-4844-8140-56ce709da567,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN SERDANG BEDAGAI,341
3b35e8ed-1382-4bbb-8876-03263bf6c06d,777720da-a0c4-4efd-923a-2de419880a3c,KOTA BINJAI,431
fdb64fb9-fa56-4935-b77d-60fc80ed563b,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN LANGKAT,195
a3fcfab4-b5d7-4975-a496-98a75caeac95,777720da-a0c4-4efd-923a-2de419880a3c,KOTA PEMATANG SIANTAR,483
58b7c771-4acb-4228-85fe-59d7d895eaac,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN SIMALUNGUN,349
6da34b0b-c6f7-4476-94c2-4b3aca4ffa00,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN ASAHAN,14
744b4bd7-21ad-4dd8-af86-09153c27f744,777720da-a0c4-4efd-923a-2de419880a3c,KOTA TANJUNG BALAI,504
16dbdf91-73b3-4e1b-b07a-4014f837bee3,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN LABUHAN BATU,183
08be8a78-33c7-4b7d-ad33-c6ddd9cfc01e,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN LABUHAN BATU SELATAN,184
a9221645-53e9-418d-9d6e-2171ba57800c,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN BATU BARA,43
8919e3ff-88d9-484d-9ca4-e9f63ce6d354,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN LABUHANBATU UTARA,185
55b66122-c6b3-40c7-b227-08bdfb2672aa,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN KARO,141
f879fa9d-cabe-4346-8809-d8239db7163d,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN DAIRI,90
18a95c7f-a095-470c-9af5-9b86b00f67ec,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN PAKPAK BHARAT,282
0d8b0a54-e927-4af8-83ba-84b79407262b,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN TOBA SAMOSIR,399
248240c0-00ae-4983-9d22-1f2656ed1e3a,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN SAMOSIR,330
13591435-c5b1-40c0-b382-07511dd3d41b,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN TAPANULI UTARA,389
d024d919-3268-4c95-9842-7ea3eaa7903c,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN HUMBANG HASUNDUTAN,121
775200c7-ec3f-4893-885f-1096bc643f5c,777720da-a0c4-4efd-923a-2de419880a3c,KOTA SIBOLGA,493
d204920b-47bd-42ed-9fd2-102c7a08e973,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN TAPANULI TENGAH,388
a5e3878b-da21-4595-b5f9-9ace9203fb4d,777720da-a0c4-4efd-923a-2de419880a3c,Kota Padang Sidempuan,470
60ebbb2e-f930-4e36-8e0c-7121003eceb5,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN TAPANULI SELATAN,387
5acedcb1-dfb5-41cd-a379-32a32337585a,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN PADANG LAWAS UTARA,280
5540d031-65e3-44a4-8775-a6613afce830,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN PADANG LAWAS,279
46ff5f9c-096d-4627-a2a5-59319b5601dd,777720da-a0c4-4efd-923a-2de419880a3c,KOTA GUNUNGSITOLI,444
bdc50c9b-f887-4bc8-bfdc-d7b03e83069d,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN NIAS SELATAN,270
ad260b23-3667-4ecb-8e4f-1beb56680e51,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN NIAS UTARA,271
22676adb-99a7-4a9d-a1c7-1196adb04274,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN NIAS,268
947fd573-3558-4bcb-b999-c207d8dd04ef,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN NIAS BARAT,269
51ce142e-845c-4c3c-9c8a-c5e8deab3545,777720da-a0c4-4efd-923a-2de419880a3c,KABUPATEN MANDAILING NATAL,229
5f7cdd3a-a384-49e1-be0b-6c1695347eab,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KOTA BANDA ACEH,420
185a5c1c-74d6-4847-8a08-c9e20bdf5b0f,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH BESAR,3
18066e6c-2db2-4a43-a1c3-93c5bcd2af53,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KOTA SABANG,487
406e36d4-7f62-4feb-9ebb-f3e69cb7f26a,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH BARAT,1
935d371c-bdf8-4703-a44c-80bd76df552f,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH JAYA,4
5359d010-5e2c-45e2-92fa-f13445c3697a,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN NAGAN RAYA,261
5369ddb5-3e88-4b05-b838-6738843423a1,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH SELATAN,5
4c116a10-f649-444b-83f3-0f1d89fbe97e,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH BARAT DAYA,2
661d1026-438a-4002-8a13-415b55f57ac0,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN SIMEULUE,350
768fc8a2-2c36-49f6-85e1-5e5573c2bafa,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN PIDIE,304
880bcb8f-710c-4bf0-8ee4-7c403eff7458,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN PIDIE JAYA,305
b67a95b1-4b55-41a2-8ecb-6f6707e0f53c,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN BIREUEN,58
ef941e4e-290f-430d-95c6-9d0ead5faed9,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KOTA LHOKSEUMAWE,457
47c4e2d5-e821-4457-b30c-c668bb4cff70,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH UTARA,11
4f653bd5-1838-4931-ba04-71110651f632,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KOTA LANGSA,456
c772dd3b-c1e5-4d69-955e-55c92f708b24,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH TIMUR,10
d9a5a4e7-202f-47bd-848a-890ac4b34de6,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH TAMIANG,7
347e8525-4594-475a-9d2c-a5129a42c326,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH TENGAH,8
494c56d1-08d5-4008-a11e-375749d5de06,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN BENER MERIAH,48
93be7466-0a32-4962-a587-d1356ef89f83,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH TENGGARA,9
6d4c1ed1-9aa6-4d26-9f92-2bbb6a89c2d4,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN GAYO LUES,104
a17f8cbc-10a7-48ec-bab8-bc98a69f6977,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KABUPATEN ACEH SINGKIL,6
bdcc6444-c1e8-4357-827d-b7111cd3dbb7,0e8612ac-89a9-4f86-bc5d-5f371cd57592,KOTA SUBULUSSALAM,497
0ce2c88d-4cee-4547-b4b4-f7e503a48788,e4f7a339-91a8-4622-a09d-1241f5939d58,KOTA PADANG,468
c36675cb-97df-4663-ba79-08d328d99d9a,e4f7a339-91a8-4622-a09d-1241f5939d58,KOTA PARIAMAN,478
8ff6dc48-9cd8-47a2-8f81-e98e702e968c,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN PADANG PARIAMAN,281
e95b3da7-2d8d-499d-ade6-5b049e5636fa,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN PESISIR SELATAN,303
08356f3a-a6da-4aac-a683-f4f9388fae99,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN KEPULAUAN MENTAWAI,152
9f414a21-7c1c-44e1-954e-73d7c1b6276a,e4f7a339-91a8-4622-a09d-1241f5939d58,KOTA BUKITTINGGI,436
237aa95d-21b1-4168-969e-8953f6d0beb7,e4f7a339-91a8-4622-a09d-1241f5939d58,KOTA PAYAKUMBUH,480
7127b05d-b4d9-4c65-9c47-774c72208c98,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN PASAMAN,289
bd08d3e2-980b-4723-be79-e4b9cb08ffeb,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN AGAM,12
80d2adf6-5a00-4cba-9741-896e10736a21,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN PASAMAN BARAT,290
5dba616f-0cba-40f5-8e92-919f78eba5a1,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN LIMA PULUH KOTA,200
627b6a3b-22c5-4838-b006-2d34ef598d0d,e4f7a339-91a8-4622-a09d-1241f5939d58,KOTA PADANG PANJANG,469
eab745b3-c8a5-4ff2-ac77-a506cf86e933,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN TANAH DATAR,381
42530e32-9da1-44ef-89c0-47585de4e6fa,e4f7a339-91a8-4622-a09d-1241f5939d58,KOTA SOLOK,495
14bbd2c8-7326-45e9-8960-c1940981e04c,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN SOLOK,355
921be31d-be87-40f6-84f6-adec9ca932f5,e4f7a339-91a8-4622-a09d-1241f5939d58,KOTA SAWAHLUNTO,490
b2c836c3-cf27-44ad-8e29-33198c85c804,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN SIJUNJUNG,347
de06bb17-fb8c-4942-a76d-813d024a5da8,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN DHARMASRAYA,94
950ee100-0757-4464-8301-00004829cc76,e4f7a339-91a8-4622-a09d-1241f5939d58,KABUPATEN SOLOK SELATAN,356
4785de5e-ab4d-409e-895e-6fdedb612813,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KOTA PEKANBARU,482
56bf5037-3384-4d64-b806-a18a263e3511,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN PELALAWAN,297
64a6e119-146b-4f1b-b7e9-8bb342d2d71f,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN KAMPAR,134
225c5b1d-3370-4dd8-b50f-3b741845092b,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN ROKAN HULU,325
eb967478-48c1-459b-8ac0-cf59024b8b3e,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN SIAK,327
fa406561-1cdc-445a-82b5-1a69fc6d42a8,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN BENGKALIS,49
5c72f2be-9da3-40e3-a5b7-92100f7598cc,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN MERANTI,153
f1d849ba-a55b-41bd-80c2-68748fe202c9,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KOTA DUMAI,440
1dd954ee-871a-4a95-918d-dce130de8ab3,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN ROKAN HILIR,324
e6f34d1f-e472-480c-b866-4bce2a8dd481,f4e2d7e2-634c-4755-b806-60b828d0bff3,KOTA TANJUNG PINANG,505
be23406b-40b3-4e8c-88ed-d88077cfbea1,f4e2d7e2-634c-4755-b806-60b828d0bff3,KABUPATEN BINTAN,57
60217f1d-febf-4be7-9447-02fe64e9e835,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN INDRAGIRI HILIR,122
85740154-366f-4e04-9a86-8b4b69c31e7a,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN INDRAGIRI HULU,123
82ec9896-9b0a-42ac-8d84-cb390b5a8d98,f4e2d7e2-634c-4755-b806-60b828d0bff3,KOTA BATAM,418
ec94e39f-fe06-4926-b435-4f1583101079,ef6b7d2b-98ec-489b-b10d-1c4fb3032f44,KABUPATEN KUANTAN SINGINGI,174
8498c03b-9261-4d53-806d-0687896da6a9,f4e2d7e2-634c-4755-b806-60b828d0bff3,KABUPATEN KARIMUN,140
562a9a37-bcfd-4a2a-a7b8-b6a00142c990,f4e2d7e2-634c-4755-b806-60b828d0bff3,KABUPATEN NATUNA,263
e6b48deb-dadf-4216-9e85-b9f01a58d693,f4e2d7e2-634c-4755-b806-60b828d0bff3,KABUPATEN LINGGA,201
4364dd4e-231f-4565-9993-83ab276ac511,f4e2d7e2-634c-4755-b806-60b828d0bff3,KABUPATEN KEPULAUAN ANAMBAS,150
a9f2311f-7161-46c0-9ccb-6a373f318358,8e21de40-faa6-4cee-a85d-81979f55ff95,KOTA PALEMBANG,473
e4acc57f-b315-4081-88f3-7eb162c40424,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN OGAN KOMERING ILIR,274
85de4480-b9d2-433a-8d56-460d65941a0b,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN MUSI BANYUASIN,257
cc06baab-4225-42c0-8e6e-e067d2d197e1,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN OGAN ILIR,273
fa74d0dd-3d92-4a8d-be05-799ff1eb8373,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN BANYUASIN,33
c724475e-e22c-4388-bd9d-32a9e6391243,8e21de40-faa6-4cee-a85d-81979f55ff95,KOTA PRABUMULIH,485
046f5c65-1d23-49ce-99e4-fae7e237ae1f,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN Penukal Abab Lematang Ilir,300
128214ce-4880-4d6e-af78-878302ae6403,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN MUARA ENIM,251
a49466df-4fb9-42fc-8104-3ab7a2654c8c,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN LAHAT,186
86e0668e-d751-4d4c-a7fd-92abc4d99407,8e21de40-faa6-4cee-a85d-81979f55ff95,KOTA PAGAR ALAM,471
12fa377d-531e-4184-90f6-ac908d440937,8e21de40-faa6-4cee-a85d-81979f55ff95,KOTA LUBUKLINGGAU,458
d1eab82e-a88f-4214-a789-dc9cbe23b5e4,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN MUSI RAWAS,258
a9a66ce7-ac19-47c8-ad5d-f3c913b88854,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN EMPAT LAWANG,98
47d4a73e-7def-47dd-83c8-7123637fcc8d,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN OGAN KOMERING ULU,275
8fb182a7-8e9f-435c-8910-d43c4bd968c2,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN OGAN KOMERING ULU SELATAN,276
08a40630-d12c-4460-89a6-4084427b1668,8e21de40-faa6-4cee-a85d-81979f55ff95,KABUPATEN OGAN KOMERING ULU TIMUR,277
be025b27-d8b9-4514-a83f-0074507d9bd7,5b1c997e-8ed5-476f-9770-be05c2209410,KOTA PANGKAL PINANG,476
67ad2b7d-aece-410d-a149-26a64fbc890d,5b1c997e-8ed5-476f-9770-be05c2209410,KABUPATEN BANGKA,23
9151f984-48ef-47b5-99bc-e424359abb5b,5b1c997e-8ed5-476f-9770-be05c2209410,KABUPATEN BANGKA BARAT,24
153a0d88-dff2-4abc-8182-8127aed3328b,5b1c997e-8ed5-476f-9770-be05c2209410,KABUPATEN BELITUNG,45
134d4b12-693c-4ff3-ba3c-fd5a1d08d398,5b1c997e-8ed5-476f-9770-be05c2209410,KABUPATEN BELITUNG TIMUR,46
85a319a7-33cd-4873-ada2-dda254922612,5b1c997e-8ed5-476f-9770-be05c2209410,KABUPATEN BANGKA TENGAH,26
d9b9cb34-2fe6-46e0-8fcf-ecb5f71cdbce,5b1c997e-8ed5-476f-9770-be05c2209410,KABUPATEN BANGKA SELATAN,25
ebba91fc-1fa3-4483-b267-a3034b06f3a7,59fab314-349b-41ec-82ff-e6d942de2c41,KOTA METRO,466
33c5ca99-14ee-4b2c-9af5-bc84f7b19cb8,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN LAMPUNG TENGAH,191
67ecbaaf-e387-40b4-9c85-f616c050309a,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN LAMPUNG TIMUR,192
75f89370-5dde-4270-a352-19e7c2531414,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN TULANG BAWANG BARAT,406
dcd65111-da32-4ae0-ac86-6fa308e643f2,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN LAMPUNG UTARA,193
87ed1950-fda8-41cf-803a-c9727c1bbd76,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN TULANG BAWANG,407
9a5b3457-a0fc-48bc-ab1a-740aa0b2d5a9,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN WAY KANAN,412
b163d469-e36d-4481-92ac-4e450465a1cf,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN LAMPUNG BARAT,189
cb1afaa9-4b83-437a-9c6d-fd61958ab8b8,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN MESUJI,242
f3815c7c-581c-4301-be47-3935f302b3bc,59fab314-349b-41ec-82ff-e6d942de2c41,KOTA BANDAR LAMPUNG,421
0351cb24-7fee-4687-8db9-0bdf855b719a,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN PESAWARAN,301
5188b0f7-a74e-45bb-a186-1cdd0844f63b,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN LAMPUNG SELATAN,190
18a70446-292e-4f4a-9e18-f62549334600,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN TANGGAMUS,384
52001c29-19a0-4e94-a90d-3ee8903d61c0,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN PRINGSEWU,311
11460d12-ed5f-4286-8414-97edbcbb0d60,59fab314-349b-41ec-82ff-e6d942de2c41,KABUPATEN PESISIR BARAT,302
89fc8474-995e-4f11-9082-64a71d8259c1,be45232a-4690-4995-b13f-d45952f34378,KOTA JAMBI,450
e6fffb95-331e-4f65-b783-9e494d2d9b6f,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN MUARO JAMBI,252
9e73b98e-c061-498b-b55a-03044111fe96,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN TANJUNG JABUNG BARAT,385
13ce9216-20e1-4e9b-b521-4d92b1c653f6,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN BATANG HARI,42
8bc9280c-14ed-43ec-8686-4baa2230b0ed,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN TANJUNG JABUNG TIMUR,386
04ebd783-b4fd-4292-bd27-f082275e8ac3,be45232a-4690-4995-b13f-d45952f34378,KOTA SUNGAI PENUH,499
85e5271b-22c3-4b71-95f7-e4d5c1a99a4c,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN KERINCI,160
36df691a-e6c3-4869-b1df-b7177bcdc629,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN BUNGO,78
ec536b66-17b3-4164-a97e-b1f0b18f6db0,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN MERANGIN,240
aca5c45f-75ec-4d8f-816c-4a3564505c62,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN SAROLANGUN,334
a573baf3-ba03-4d80-9a0a-32f31a338f81,be45232a-4690-4995-b13f-d45952f34378,KABUPATEN TEBO,392
3a1328ee-d559-43e2-9dc1-da836ec6acee,c316798e-961b-47f2-aa7a-24ba2ece5186,KOTA BENGKULU,429
8b61b70e-38fa-4f54-8a0f-04656de0b171,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN BENGKULU TENGAH,52
eb109457-0be6-4ba1-9f36-962ec453840c,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN BENGKULU SELATAN,51
a5a7e6d8-d66e-4048-8787-5d1f7f7907f0,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN BENGKULU UTARA,53
ff2bf0ea-a61b-443b-aafd-9c1e30094c40,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN MUKO MUKO,253
218780a5-d765-4430-9488-e354415aa656,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN SELUMA,336
da7ba622-ce79-4c15-bbe2-f402e3f75564,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN KAUR,143
675b2546-5fca-45b1-b395-2fe9dafe87c1,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN REJANG LEBONG,322
734ad9cb-558d-4fc4-86ae-8532a9a8333e,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN KEPAHIANG,149
85cfc867-fee3-46e1-8ef5-fc6c1f67dafa,c316798e-961b-47f2-aa7a-24ba2ece5186,KABUPATEN LEBONG,198
014522dc-f505-4f15-9768-60a5217513f5,0e31c03c-7f72-4f89-a09e-0c08f66bbb83,KOTA BANDUNG,422
b15e939a-6d01-4e4d-8109-230b5a51ba8d,0e31c03c-7f72-4f89-a09e-0c08f66bbb83,KABUPATEN BANDUNG,18
